CustomerKey,Full_Name,EmailAddress,AnnualIncome,EducationLevel,Occupation,Gender
13972,EUGENE LIANG,eugene21@adventure-works.com,"$70,000",Bachelors,Professional,Male
14058,JOHNNY ANAND,johnny23@adventure-works.com,"$70,000",Bachelors,Professional,Male
14065,SAMUEL DIAZ,samuel21@adventure-works.com,"$70,000",Bachelors,Professional,Male
14067,LARRY SANZ,larry22@adventure-works.com,"$70,000",Bachelors,Professional,Male
14068,BRENT MCDONALD,brent16@adventure-works.com,"$70,000",Bachelors,Professional,Male
14216,EDWIN ZHENG,edwin20@adventure-works.com,"$70,000",Bachelors,Professional,Male
14315,CARL CHANDER,carl15@adventure-works.com,"$70,000",Bachelors,Professional,Male
14317,STEVE LIANG,steve19@adventure-works.com,"$70,000",Bachelors,Professional,Male
14663,ARTURO HU,arturo22@adventure-works.com,"$70,000",Bachelors,Professional,Male
15121,BRENDAN ANDERSEN,brendan11@adventure-works.com,"$70,000",Bachelors,Professional,Male
15123,SERGIO LOPEZ,sergio17@adventure-works.com,"$70,000",Bachelors,Professional,Male
15218,WILLIE JOHNSEN,willie30@adventure-works.com,"$70,000",Bachelors,Professional,Male
15219,CLAYTON CHEN,clayton2@adventure-works.com,"$70,000",Bachelors,Professional,Male
15220,MICAH LIU,micah14@adventure-works.com,"$70,000",Bachelors,Professional,Male
15221,TROY ARUN,troy7@adventure-works.com,"$70,000",Bachelors,Professional,Male
15224,PEDRO GUTIERREZ,pedro31@adventure-works.com,"$70,000",Bachelors,Professional,Male
15227,HAROLD MALHOTRA,harold2@adventure-works.com,"$70,000",Bachelors,Professional,Male
15228,JERMAINE RAMAN,jermaine10@adventure-works.com,"$70,000",Bachelors,Professional,Male
15534,STEVEN BELL,steven23@adventure-works.com,"$70,000",Bachelors,Professional,Male
15535,JORDAN SCOTT,jordan69@adventure-works.com,"$70,000",Bachelors,Professional,Male
15539,RAUL GOEL,raul17@adventure-works.com,"$70,000",Bachelors,Professional,Male
15540,RANDALL ORTEGA,randall24@adventure-works.com,"$70,000",Bachelors,Professional,Male
15573,THOMAS WILSON,thomas67@adventure-works.com,"$70,000",Bachelors,Professional,Male
15574,CARLOS PETERSON,carlos6@adventure-works.com,"$70,000",Bachelors,Professional,Male
15585,ROY GARCIA,roy15@adventure-works.com,"$70,000",Bachelors,Professional,Male
15600,JOSUE DOMINGUEZ,josue1@adventure-works.com,"$70,000",Bachelors,Professional,Male
15602,WARREN WU,warren23@adventure-works.com,"$70,000",Bachelors,Professional,Male
15607,RICKY GILL,ricky14@adventure-works.com,"$70,000",Bachelors,Professional,Male
15716,ROY MADAN,roy8@adventure-works.com,"$70,000",Bachelors,Professional,Male
15803,BRADLEY GOEL,bradley21@adventure-works.com,"$70,000",Bachelors,Professional,Male
16112,FRANK MUNOZ,frank15@adventure-works.com,"$70,000",Bachelors,Professional,Male
16113,ROGER LAL,roger36@adventure-works.com,"$70,000",Bachelors,Professional,Male
16114,GAVIN ROSS,gavin3@adventure-works.com,"$70,000",Bachelors,Professional,Male
16116,BEGOÑA HURTADO,begoña0@adventure-works.com,"$70,000",Bachelors,Professional,Male
16118,JAMES WRIGHT,james70@adventure-works.com,"$70,000",Bachelors,Professional,Male
16167,DEVIN MOORE,devin6@adventure-works.com,"$70,000",Bachelors,Professional,Male
16169,DENNIS LIN,dennis9@adventure-works.com,"$70,000",Bachelors,Professional,Male
16180,KYLE PEREZ,kyle33@adventure-works.com,"$70,000",Bachelors,Professional,Male
16606,RICKY BLANCO,ricky16@adventure-works.com,"$70,000",Bachelors,Professional,Male
16607,LOGAN GONZALES,logan18@adventure-works.com,"$70,000",Bachelors,Professional,Male
16608,RICKY MARTIN,ricky0@adventure-works.com,"$70,000",Bachelors,Professional,Male
16609,GARY JIMENEZ,gary16@adventure-works.com,"$70,000",Bachelors,Professional,Male
16680,CARLOS EDWARDS,carlos27@adventure-works.com,"$70,000",Bachelors,Professional,Male
16700,BILLY GILL,billy15@adventure-works.com,"$70,000",Bachelors,Professional,Male
17002,DYLAN MARTIN,dylan44@adventure-works.com,"$70,000",Bachelors,Professional,Male
17006,HUNTER WILLIAMS,hunter61@adventure-works.com,"$70,000",Bachelors,Professional,Male
17007,SAMUEL HAYES,samuel22@adventure-works.com,"$70,000",Bachelors,Professional,Male
17008,CONNOR TURNER,connor34@adventure-works.com,"$70,000",Bachelors,Professional,Male
17009,WYATT BUTLER,wyatt64@adventure-works.com,"$70,000",Bachelors,Professional,Male
17014,MICHAEL HARRIS,michael45@adventure-works.com,"$70,000",Bachelors,Professional,Male
17052,RAFAEL NARA,rafael40@adventure-works.com,"$70,000",Bachelors,Professional,Male
17054,SHAWN RAJE,shawn16@adventure-works.com,"$70,000",Bachelors,Professional,Male
17059,LOUIS CHEN,louis40@adventure-works.com,"$70,000",Bachelors,Professional,Male
17068,THOMAS SMITH,thomas60@adventure-works.com,"$70,000",Bachelors,Professional,Male
17235,JOSHUA JACKSON,joshua13@adventure-works.com,"$70,000",Bachelors,Professional,Male
17287,BILLY SUAREZ,billy19@adventure-works.com,"$70,000",Bachelors,Professional,Male
17297,TOMMY KUMAR,tommy4@adventure-works.com,"$70,000",Bachelors,Professional,Male
17298,LUCAS PETERSON,lucas77@adventure-works.com,"$70,000",Bachelors,Professional,Male
17300,IVAN SAI,ivan4@adventure-works.com,"$70,000",Bachelors,Professional,Male
17320,ALAN ZHU,alan17@adventure-works.com,"$70,000",Bachelors,Professional,Male
17322,DEREK BECK,derek18@adventure-works.com,"$70,000",Bachelors,Professional,Male
17623,AUSTIN ROBINSON,austin34@adventure-works.com,"$70,000",Bachelors,Professional,Male
17625,MASON ALLEN,mason38@adventure-works.com,"$70,000",Bachelors,Professional,Male
18190,DANNY DIAZ,danny3@adventure-works.com,"$70,000",Bachelors,Professional,Male
18195,WALTER SANZ,walter13@adventure-works.com,"$70,000",Bachelors,Professional,Male
18250,JEREMIAH HALL,jeremiah12@adventure-works.com,"$70,000",Bachelors,Professional,Male
18251,RICKY SANZ,ricky21@adventure-works.com,"$70,000",Bachelors,Professional,Male
18271,DARRELL YUAN,darrell15@adventure-works.com,"$70,000",Bachelors,Professional,Male
18292,LOUIS TANG,louis21@adventure-works.com,"$70,000",Bachelors,Professional,Male
18298,GEOFFREY MALHOTRA,geoffrey5@adventure-works.com,"$70,000",Bachelors,Professional,Male
18526,KEVIN HERNANDEZ,kevin56@adventure-works.com,"$70,000",Bachelors,Professional,Male
18613,CODY MURPHY,cody15@adventure-works.com,"$70,000",Bachelors,Professional,Male
18614,SETH WRIGHT,seth28@adventure-works.com,"$70,000",Bachelors,Professional,Male
18615,CHARLES PETERSON,charles53@adventure-works.com,"$70,000",Bachelors,Professional,Male
18705,KARL GOEL,karl20@adventure-works.com,"$70,000",Bachelors,Professional,Male
18716,SETH CAMPBELL,seth43@adventure-works.com,"$70,000",Bachelors,Professional,Male
18733,RAFAEL GAO,rafael16@adventure-works.com,"$70,000",Bachelors,Professional,Male
18959,SETH MORRIS,seth89@adventure-works.com,"$70,000",Bachelors,Professional,Male
18960,MARCUS JOHNSON,marcus1@adventure-works.com,"$70,000",Bachelors,Professional,Male
18961,JEREMIAH HENDERSON,jeremiah28@adventure-works.com,"$70,000",Bachelors,Professional,Male
19083,STEVEN RIVERA,steven26@adventure-works.com,"$70,000",Bachelors,Professional,Male
19088,RAFAEL KUMAR,rafael31@adventure-works.com,"$70,000",Bachelors,Professional,Male
19162,PETER RAJI,peter26@adventure-works.com,"$70,000",Bachelors,Professional,Male
19168,NATHAN KUMAR,nathan25@adventure-works.com,"$70,000",Bachelors,Professional,Male
19554,EMMANUEL RAMAN,emmanuel11@adventure-works.com,"$70,000",Bachelors,Professional,Male
19566,RUBEN SARA,ruben11@adventure-works.com,"$70,000",Bachelors,Professional,Male
19581,TODD MA,todd15@adventure-works.com,"$70,000",Bachelors,Professional,Male
19583,JAKE LI,jake3@adventure-works.com,"$70,000",Bachelors,Professional,Male
19584,TERRANCE SANCHEZ,terrance18@adventure-works.com,"$70,000",Bachelors,Professional,Male
19586,ALVIN SHARMA,alvin32@adventure-works.com,"$70,000",Bachelors,Professional,Male
19591,DEREK RAJI,derek19@adventure-works.com,"$70,000",Bachelors,Professional,Male
19595,CARL RAJI,carl20@adventure-works.com,"$70,000",Bachelors,Professional,Male
19596,ALLEN FERNANDEZ,allen14@adventure-works.com,"$70,000",Bachelors,Professional,Male
19607,TROY SUBRAM,troy14@adventure-works.com,"$70,000",Bachelors,Professional,Male
19612,MARVIN SANZ,marvin20@adventure-works.com,"$70,000",Bachelors,Professional,Male
19613,RUBEN GARCIA,ruben16@adventure-works.com,"$70,000",Bachelors,Professional,Male
19614,WYATT WILLIAMS,wyatt2@adventure-works.com,"$70,000",Bachelors,Professional,Male
19617,KEITH NATH,keith22@adventure-works.com,"$70,000",Bachelors,Professional,Male
19947,DARRYL LIU,darryl4@adventure-works.com,"$70,000",Bachelors,Professional,Male
19953,DARRELL LAL,darrell17@adventure-works.com,"$70,000",Bachelors,Professional,Male
20033,CARLOS TURNER,carlos32@adventure-works.com,"$70,000",Bachelors,Professional,Male
20034,WYATT TURNER,wyatt43@adventure-works.com,"$70,000",Bachelors,Professional,Male
20035,CESAR FERNANDEZ,cesar15@adventure-works.com,"$70,000",Bachelors,Professional,Male
20218,DREW XIE,drew3@adventure-works.com,"$70,000",Bachelors,Professional,Male
20223,TERRANCE MALHOTRA,terrance3@adventure-works.com,"$70,000",Bachelors,Professional,Male
20231,KELVIN ZHOU,kelvin28@adventure-works.com,"$70,000",Bachelors,Professional,Male
20237,HUNTER YANG,hunter22@adventure-works.com,"$70,000",Bachelors,Professional,Male
20256,JAVIER SERRANO,javier11@adventure-works.com,"$70,000",Bachelors,Professional,Male
20257,ROY CARLSON,roy38@adventure-works.com,"$70,000",Bachelors,Professional,Male
20600,DENNIS HU,dennis22@adventure-works.com,"$70,000",Bachelors,Professional,Male
20602,CASEY MORENO,casey30@adventure-works.com,"$70,000",Bachelors,Professional,Male
20603,HENRY SULLIVAN,henry14@adventure-works.com,"$70,000",Bachelors,Professional,Male
20703,SETH WHITE,seth13@adventure-works.com,"$70,000",Bachelors,Professional,Male
20704,SHANE RODRIGUEZ,shane22@adventure-works.com,"$70,000",Bachelors,Professional,Male
20705,KEVIN ROBERTS,kevin41@adventure-works.com,"$70,000",Bachelors,Professional,Male
20708,DEVIN THOMPSON,devin14@adventure-works.com,"$70,000",Bachelors,Professional,Male
20709,SAMUEL EVANS,samuel31@adventure-works.com,"$70,000",Bachelors,Professional,Male
21170,EDWIN SUN,edwin14@adventure-works.com,"$70,000",Bachelors,Professional,Male
21171,CHRISTOPHER TAYLOR,christopher9@adventure-works.com,"$70,000",Bachelors,Professional,Male
21172,FRANCISCO SANCHEZ,francisco22@adventure-works.com,"$70,000",Bachelors,Professional,Male
21173,CHAD YUAN,chad8@adventure-works.com,"$70,000",Bachelors,Professional,Male
21174,ANDRE SMITH,andre8@adventure-works.com,"$70,000",Bachelors,Professional,Male
21183,HECTOR MORENO,hector4@adventure-works.com,"$70,000",Bachelors,Professional,Male
21184,HAROLD RODRIGUEZ,harold16@adventure-works.com,"$70,000",Bachelors,Professional,Male
21186,RANDALL VAZQUEZ,randall16@adventure-works.com,"$70,000",Bachelors,Professional,Male
21190,PABLO ROVIRA DIEZ,pablo0@adventure-works.com,"$70,000",Bachelors,Professional,Male
21209,RANDALL MORENO,randall7@adventure-works.com,"$70,000",Bachelors,Professional,Male
21211,LOUIS HE,louis13@adventure-works.com,"$70,000",Bachelors,Professional,Male
21212,NICOLAS LAL,nicolas6@adventure-works.com,"$70,000",Bachelors,Professional,Male
21213,PETER BLACK,peter25@adventure-works.com,"$70,000",Bachelors,Professional,Male
21214,COREY SHE,corey0@adventure-works.com,"$70,000",Bachelors,Professional,Male
21218,WYATT RODRIGUEZ,wyatt21@adventure-works.com,"$70,000",Bachelors,Professional,Male
21438,EDWARD PRICE,edward49@adventure-works.com,"$70,000",Bachelors,Professional,Male
21439,THOMAS CLARK,thomas59@adventure-works.com,"$70,000",Bachelors,Professional,Male
21440,IAN MORGAN,ian80@adventure-works.com,"$70,000",Bachelors,Professional,Male
21646,LUIS BRYANT,luis17@adventure-works.com,"$70,000",Bachelors,Professional,Male
21647,BLAKE BROWN,blake3@adventure-works.com,"$70,000",Bachelors,Professional,Male
21648,RONNIE SUN,ronnie11@adventure-works.com,"$70,000",Bachelors,Professional,Male
21649,KEITH NARA,keith20@adventure-works.com,"$70,000",Bachelors,Professional,Male
21650,CEDRIC ZENG,cedric22@adventure-works.com,"$70,000",Bachelors,Professional,Male
21651,SEAN COOPER,sean16@adventure-works.com,"$70,000",Bachelors,Professional,Male
21653,JOSE ANDERSON,jose71@adventure-works.com,"$70,000",Bachelors,Professional,Male
21654,AIDAN BARNES,aidan3@adventure-works.com,"$70,000",Bachelors,Professional,Male
21655,ZACHARY BRYANT,zachary16@adventure-works.com,"$70,000",Bachelors,Professional,Male
21747,DERRICK MUNOZ,derrick7@adventure-works.com,"$70,000",Bachelors,Professional,Male
21748,WYATT HARRIS,wyatt14@adventure-works.com,"$70,000",Bachelors,Professional,Male
21875,CEDRIC NARA,cedric35@adventure-works.com,"$70,000",Bachelors,Professional,Male
21876,PHILIP RUBIO,philip20@adventure-works.com,"$70,000",Bachelors,Professional,Male
21880,MARC GOMEZ,marc4@adventure-works.com,"$70,000",Bachelors,Professional,Male
21953,MARVIN VAZQUEZ,marvin15@adventure-works.com,"$70,000",Bachelors,Professional,Male
21968,JAIME DENG,jaime25@adventure-works.com,"$70,000",Bachelors,Professional,Male
21977,PHILLIP MALHOTRA,phillip5@adventure-works.com,"$70,000",Bachelors,Professional,Male
21987,THEODORE DOMINGUEZ,theodore13@adventure-works.com,"$70,000",Bachelors,Professional,Male
21993,CRAIG SANZ,craig19@adventure-works.com,"$70,000",Bachelors,Professional,Male
22291,CARLOS MORRIS,carlos21@adventure-works.com,"$70,000",Bachelors,Professional,Male
22296,BENJAMIN JOHNSON,benjamin47@adventure-works.com,"$70,000",Bachelors,Professional,Male
22298,MARCUS WILLIAMS,marcus2@adventure-works.com,"$70,000",Bachelors,Professional,Male
22299,RICHARD MURPHY,richard96@adventure-works.com,"$70,000",Bachelors,Professional,Male
22840,DOMINIC SULLIVAN,dominic13@adventure-works.com,"$70,000",Bachelors,Professional,Male
22841,DOUGLAS MARTINEZ,douglas21@adventure-works.com,"$70,000",Bachelors,Professional,Male
22911,GREGORY RAJE,gregory17@adventure-works.com,"$70,000",Bachelors,Professional,Male
22948,LUCAS TURNER,lucas6@adventure-works.com,"$70,000",Bachelors,Professional,Male
22952,LUKE BAKER,luke39@adventure-works.com,"$70,000",Bachelors,Professional,Male
22954,JUSTIN THOMPSON,justin43@adventure-works.com,"$70,000",Bachelors,Professional,Male
23210,TIMOTHY GRAY,timothy7@adventure-works.com,"$70,000",Bachelors,Professional,Male
23212,JAMES JONES,james78@adventure-works.com,"$70,000",Bachelors,Professional,Male
23213,NOAH GREEN,noah40@adventure-works.com,"$70,000",Bachelors,Professional,Male
23215,JUAN RICHARDSON,juan19@adventure-works.com,"$70,000",Bachelors,Professional,Male
23375,CHRISTIAN ZHANG,christian10@adventure-works.com,"$70,000",Bachelors,Professional,Male
23376,ZACHARY FLORES,zachary11@adventure-works.com,"$70,000",Bachelors,Professional,Male
23423,ADAM POWELL,adam6@adventure-works.com,"$70,000",Bachelors,Professional,Male
23432,JORDAN ROBERTS,jordan58@adventure-works.com,"$70,000",Bachelors,Professional,Male
23439,RAMON HU,ramon18@adventure-works.com,"$70,000",Bachelors,Professional,Male
23538,CARLOS EVANS,carlos26@adventure-works.com,"$70,000",Bachelors,Professional,Male
23539,DARREN MUNOZ,darren29@adventure-works.com,"$70,000",Bachelors,Professional,Male
23640,BRUCE JIMÉNEZ,bruce28@adventure-works.com,"$70,000",Bachelors,Professional,Male
24331,CARSON POWELL,carson7@adventure-works.com,"$70,000",Bachelors,Professional,Male
24335,RICHARD WRIGHT,richard22@adventure-works.com,"$70,000",Bachelors,Professional,Male
24376,TOMMY BLACK,tommy17@adventure-works.com,"$70,000",Bachelors,Professional,Male
24377,RICHARD WOOD,richard58@adventure-works.com,"$70,000",Bachelors,Professional,Male
24379,NOAH JENKINS,noah3@adventure-works.com,"$70,000",Bachelors,Professional,Male
24380,MAURICE YUAN,maurice7@adventure-works.com,"$70,000",Bachelors,Professional,Male
24381,DANNY SERRANO,danny17@adventure-works.com,"$70,000",Bachelors,Professional,Male
24458,FREDERICK RODRIGUEZ,frederick16@adventure-works.com,"$70,000",Bachelors,Professional,Male
24471,RICARDO CHANDE,ricardo15@adventure-works.com,"$70,000",Bachelors,Professional,Male
24472,JAKE HE,jake16@adventure-works.com,"$70,000",Bachelors,Professional,Male
24473,MARCO RANA,marco12@adventure-works.com,"$70,000",Bachelors,Professional,Male
24475,GILBERT ZHOU,gilbert6@adventure-works.com,"$70,000",Bachelors,Professional,Male
24586,JERRY LUO,jerry6@adventure-works.com,"$70,000",Bachelors,Professional,Male
24591,DEREK PAL,derek11@adventure-works.com,"$70,000",Bachelors,Professional,Male
24887,MICAH SUN,micah0@adventure-works.com,"$70,000",Bachelors,Professional,Male
24888,ROY SRINI,roy9@adventure-works.com,"$70,000",Bachelors,Professional,Male
24892,ARTHUR ALVAREZ,arthur28@adventure-works.com,"$70,000",Bachelors,Professional,Male
24894,JAIME JAI,jaime33@adventure-works.com,"$70,000",Bachelors,Professional,Male
24895,DALTON HENDERSON,dalton50@adventure-works.com,"$70,000",Bachelors,Professional,Male
25115,RAYMOND RANA,raymond13@adventure-works.com,"$70,000",Bachelors,Professional,Male
25116,PHILLIP SARA,phillip11@adventure-works.com,"$70,000",Bachelors,Professional,Male
25118,GERALD DIAZ,gerald11@adventure-works.com,"$70,000",Bachelors,Professional,Male
25130,MICAH HUANG,micah16@adventure-works.com,"$70,000",Bachelors,Professional,Male
25131,GERALD CHANDRA,gerald31@adventure-works.com,"$70,000",Bachelors,Professional,Male
25214,ROGER CHANDER,roger43@adventure-works.com,"$70,000",Bachelors,Professional,Male
25226,ROBERT KUMAR,robert40@adventure-works.com,"$70,000",Bachelors,Professional,Male
25228,BRAD ASHE,brad23@adventure-works.com,"$70,000",Bachelors,Professional,Male
25236,LANCE MARTIN,lance0@adventure-works.com,"$70,000",Bachelors,Professional,Male
25811,MIGUEL WRIGHT,miguel28@adventure-works.com,"$70,000",Bachelors,Professional,Male
25974,NOAH JAI,noah26@adventure-works.com,"$70,000",Bachelors,Professional,Male
25976,HUNTER COLEMAN,hunter2@adventure-works.com,"$70,000",Bachelors,Professional,Male
25979,MIGUEL EDWARDS,miguel44@adventure-works.com,"$70,000",Bachelors,Professional,Male
25981,ISAIAH HOWARD,isaiah10@adventure-works.com,"$70,000",Bachelors,Professional,Male
25983,JACK ALEXANDER,jack19@adventure-works.com,"$70,000",Bachelors,Professional,Male
25989,JEREMY PRICE,jeremy21@adventure-works.com,"$70,000",Bachelors,Professional,Male
26033,DANNY VAZQUEZ,danny15@adventure-works.com,"$70,000",Bachelors,Professional,Male
26133,JESSE HALL,jesse46@adventure-works.com,"$70,000",Bachelors,Professional,Male
26145,CALVIN SHEN,calvin2@adventure-works.com,"$70,000",Bachelors,Professional,Male
26155,CHAD XIE,chad4@adventure-works.com,"$70,000",Bachelors,Professional,Male
26422,PEDRO SURI,pedro0@adventure-works.com,"$70,000",Bachelors,Professional,Male
26423,HECTOR GUTIERREZ,hector9@adventure-works.com,"$70,000",Bachelors,Professional,Male
26428,COLIN MA,colin17@adventure-works.com,"$70,000",Bachelors,Professional,Male
26602,NOAH YANG,noah23@adventure-works.com,"$70,000",Bachelors,Professional,Male
26605,BRANDON FOSTER,brandon13@adventure-works.com,"$70,000",Bachelors,Professional,Male
26665,JÉSUS VAZQUEZ,jésus13@adventure-works.com,"$70,000",Bachelors,Professional,Male
26669,CURTIS ZENG,curtis19@adventure-works.com,"$70,000",Bachelors,Professional,Male
26670,JERRY JOHNSEN,jerry12@adventure-works.com,"$70,000",Bachelors,Professional,Male
26967,EDWIN LI,edwin3@adventure-works.com,"$70,000",Bachelors,Professional,Male
27147,MELVIN NARA,melvin15@adventure-works.com,"$70,000",Bachelors,Professional,Male
27148,EDWIN ZHU,edwin15@adventure-works.com,"$70,000",Bachelors,Professional,Male
27343,DALE NATH,dale16@adventure-works.com,"$70,000",Bachelors,Professional,Male
27344,HECTOR SANZ,hector18@adventure-works.com,"$70,000",Bachelors,Professional,Male
27538,JOSÉ JACKSON,josé73@adventure-works.com,"$70,000",Bachelors,Professional,Male
27539,SAMUEL WINSTON,samuel69@adventure-works.com,"$70,000",Bachelors,Professional,Male
27591,GERALD SERRANO,gerald24@adventure-works.com,"$70,000",Bachelors,Professional,Male
27592,HECTOR RUIZ,hector0@adventure-works.com,"$70,000",Bachelors,Professional,Male
27593,JORGE LIN,jorge9@adventure-works.com,"$70,000",Bachelors,Professional,Male
27689,SETH WALKER,seth22@adventure-works.com,"$70,000",Bachelors,Professional,Male
27709,CLIFFORD LOPEZ,clifford15@adventure-works.com,"$70,000",Bachelors,Professional,Male
27710,SEAN BAILEY,sean23@adventure-works.com,"$70,000",Bachelors,Professional,Male
27968,ROGER XU,roger32@adventure-works.com,"$70,000",Bachelors,Professional,Male
28152,IAN RIVERA,ian74@adventure-works.com,"$70,000",Bachelors,Professional,Male
28157,ELIJAH EDWARDS,elijah30@adventure-works.com,"$70,000",Bachelors,Professional,Male
28158,CLARENCE LUO,clarence20@adventure-works.com,"$70,000",Bachelors,Professional,Male
28213,JARED MORGAN,jared14@adventure-works.com,"$70,000",Bachelors,Professional,Male
28322,WILLIE CHEN,willie3@adventure-works.com,"$70,000",Bachelors,Professional,Male
28323,NATHAN MOORE,nathan66@adventure-works.com,"$70,000",Bachelors,Professional,Male
28719,NEIL VAZQUEZ,neil13@adventure-works.com,"$70,000",Bachelors,Professional,Male
28923,ROBERTO HERNANDEZ,roberto3@adventure-works.com,"$70,000",Bachelors,Professional,Male
28925,WARREN LU,warren27@adventure-works.com,"$70,000",Bachelors,Professional,Male
28926,DANNY SCHMIDT,danny21@adventure-works.com,"$70,000",Bachelors,Professional,Male
28932,MARSHALL ASHE,marshall42@adventure-works.com,"$70,000",Bachelors,Professional,Male
28934,RICARDO NARA,ricardo16@adventure-works.com,"$70,000",Bachelors,Professional,Male
29172,ARTURO CARSON,arturo41@adventure-works.com,"$70,000",Bachelors,Professional,Male
29173,RICHARD BRADLEY,richard57@adventure-works.com,"$70,000",Bachelors,Professional,Male
29188,COLIN KUMAR,colin31@adventure-works.com,"$70,000",Bachelors,Professional,Male
29189,ROY DOMINGUEZ,roy32@adventure-works.com,"$70,000",Bachelors,Professional,Male
29289,DEVON RAJE,devon11@adventure-works.com,"$70,000",Bachelors,Professional,Male
29300,JOE MADAN,joe10@adventure-works.com,"$70,000",Bachelors,Professional,Male
29303,ARTURO PAL,arturo37@adventure-works.com,"$70,000",Bachelors,Professional,Male
29306,RAFAEL ANAND,rafael46@adventure-works.com,"$70,000",Bachelors,Professional,Male
29307,ROSS MALHOTRA,ross4@adventure-works.com,"$70,000",Bachelors,Professional,Male
29308,PHILLIP VANCE,phillip4@adventure-works.com,"$70,000",Bachelors,Professional,Male
29309,RODNEY NAVARRO,rodney6@adventure-works.com,"$70,000",Bachelors,Professional,Male
29310,ARMANDO GUTIERREZ,armando11@adventure-works.com,"$70,000",Bachelors,Professional,Male
11001,EUGENE HUANG,eugene10@adventure-works.com,"$60,000",Bachelors,Professional,Male
11002,RUBEN TORRES,ruben35@adventure-works.com,"$60,000",Bachelors,Professional,Male
11007,MARCO MEHTA,marco14@adventure-works.com,"$60,000",Bachelors,Professional,Male
11011,CURTIS LU,curtis9@adventure-works.com,"$60,000",Bachelors,Professional,Male
11096,ANDRÉS ANAND,andrés18@adventure-works.com,"$60,000",Bachelors,Professional,Male
11099,ADAM ROSS,adam2@adventure-works.com,"$60,000",Bachelors,Professional,Male
11472,KENNETH KUMAR,kenneth7@adventure-works.com,"$60,000",Bachelors,Professional,Male
11700,XAVIER RICHARDSON,xavier76@adventure-works.com,"$60,000",Bachelors,Professional,Male
11701,DAVID HAYES,david56@adventure-works.com,"$60,000",Bachelors,Professional,Male
11706,BLAKE PEREZ,blake39@adventure-works.com,"$60,000",Bachelors,Professional,Male
11738,ELIJAH ALEXANDER,elijah20@adventure-works.com,"$60,000",Bachelors,Professional,Male
